2.63,2.2368237996401032
0.59,1.6426074826742605
2.53,2.3290656283061173
1.17,2.014563019992392
0.62,2.355335122574804
2.13,2.05156034604728
2.97,2.4628109150215485
2.6,2.4263444547147213
2.24,2.2496712246874426
0.57,2.190962453743198
1.77,1.6640870936518475
2.37,2.2455071967635414
2.05,2.155279790609703
1.8,1.8224369850504873
2.41,2.27746844198943
3.02,2.5428447234096088
2.77,2.2649337175528363
2.08,2.084669533377824
1.87,1.8837118411078286
2.26,2.0002019145862215
2.6,2.108479909669708
0.84,2.572364913740028
2.0,2.056184651151186
1.6,1.773065367181628
2.57,2.4268415274912436
2.43,2.0097329853773522
1.51,1.5506556683055965
2.31,2.259130518914872
2.59,2.3781193248390164
1.8,1.6791162331862242
2.33,1.9539707579631653
2.47,2.1406179196651163
1.76,1.7336729915080593
0.62,2.170185641441607
1.58,2.1546038259081417
2.56,2.679483796895787
0.62,1.9351602368824845
1.71,1.719331381584948
2.02,2.032211447750912
1.94,1.9686566589412808
2.41,2.131023484877632
0.6,2.379619160497972
2.48,2.648708681705074
2.77,2.2762731942135215
1.59,1.677317282318371
2.14,1.9845143980270705
2.42,2.336369264127043
1.44,1.7798267286915737
2.32,2.530676850773679
2.55,2.0656928767035603
2.64,2.4326295216220926
2.27,1.9666501931669353
2.13,2.556373499758479
1.77,1.6840295422835845
0.62,2.337209189827422
2.31,2.0041237641855996
1.94,1.744286369867455
2.76,2.298972356994028
0.62,1.81459726466735
2.04,1.892441405695796
2.67,2.1626889411814547
2.36,2.1331591771237353
1.91,1.9158603884220322
2.21,2.000116421996346
2.21,2.175631384522819
2.23,2.1130266511508076
2.41,2.399703630465273
2.86,2.5361765276304298
2.23,2.0726114057428378
2.52,2.0186605778155045
2.33,2.0977108072352264
1.97,1.7827176526952897
2.16,2.1309961441158056
1.77,1.6840295422835845
0.89,1.9541213112167166
2.14,2.3306945882111263
2.06,1.8864110631861726
2.76,2.768218660127303
2.65,2.2895274444748996
2.22,2.0648395839582285
2.83,2.1777904458808304
2.25,2.184360088126683
2.12,2.4902654739332672
2.07,1.947774200141195
2.42,2.1572805246311404
3.05,2.6153777046216167
2.09,2.03198426274647
1.49,1.6929076284457043
1.67,2.269451854679054
2.33,2.278276336440002
1.6,1.7695295224889853
2.32,1.8281457628888362
1.51,1.6690206096170097
2.24,2.1631623451686695
2.14,2.1417955903329995
1.76,2.0738431808777826
1.69,1.7392300290276956
2.49,2.4135617284608526
2.25,2.1151642721535926
1.43,1.7371660521524568
1.33,2.1221663593870352
1.87,2.2138092768182136
1.93,1.734461060394373
2.06,1.78204739277279
1.76,1.806000037498808
2.3,2.2827244196415775
2.77,2.237464862057443
2.22,2.0537880320629864
2.19,1.8444807615138408
2.46,2.097361404383883
2.16,1.9270650476265536
2.17,2.3814973029574715
2.5,2.3190076764885497
2.85,2.4857791621504437
2.97,2.577677788836605
1.36,1.709880837528969
2.86,2.440264005512679
2.12,1.9053998756876875
2.41,1.6615589987528696
1.78,1.921482661390306
1.94,1.9545256417111943
0.88,2.0196933076183243
2.23,2.379916254640218
2.06,2.4535555836764615
2.3,1.7069318554249313
2.77,2.7260446714017665
2.09,1.955034585133326
2.59,2.233905246127219
1.97,1.8959553224637131
1.99,1.9892324057236814
2.93,2.4369271674016906
1.88,2.168912933792701
1.84,1.8925363813293876
2.16,2.1313223821051186
1.94,1.746612347959429
2.28,1.773116378114835
2.33,2.162857174381383
0.59,2.2275695317570015
2.7,2.4138247219004905
0.6,1.9034643297538585
1.71,1.9687087523639764
1.57,1.7822888393066671
1.79,1.7974344487550238
0.58,1.9340178532691683
0.59,1.8920329160720453
2.23,1.9589405884885915
2.9,2.520253237068418
2.4,2.0259672639229893
2.03,2.0576222073495423
2.16,1.7828101077172238
1.51,1.9009748278227725
1.79,1.615959880790551
